product_name,wine_type,flavor,location,available_qty
"Вино Castellani, Elitaio Montepulciano d'Abruzzo DOC 0.75 л","Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
"Вино Trapiche, Malbec 2019 0.75 л","Красное,  Полусухое",Мальбек,"Аргентина,  Мендоса,  Лухан де Куйо",
"Вино Santa Carolina, Cellar Selection Carmenere 2019 0.75 л","Красное,  Полусухое",Карменере,"Чили,  Центральная Долина",
Вино Cantanhede Beira Atlantico IG Tinto 0.75 л,"Красное,  Сухое","Бага,  Турига Насьональ",Португалия,
Вино Cantanhede Beira Atlantico IG Tinto 0.187 л,"Красное,  Сухое","Бага,  Турига Насьональ",Португалия,
"Вино Gauma Cabernet-Tempranillo Dry Red, Tierra de Castilla IGP 0.75 л","Красное,  Сухое","Темпранильо,  Каберне Совиньон","Испания,  Кастилия Ла Манча",
"Вино Vega Moragona Tempranillo, Ribera del Jucar DO 2013 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия Ла Манча,  Рибера дель Хука",
"Вино Marques de la Concordia, Tempranillo, Rioja DOCa 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха,  Риоха Альта",
"Вино Marques de la Concordia, Crianza, Rioja DOC 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
"Вино Marques de Marialva Reserva dos Socios, Bairrada DOC 0.75 л","Красное,  Сладкое","Жаен,  Бага,  Тинта Рориз,  Турига Насьональ",Португалия,
"Вино Heredad de Baroja Cuvee Especial, Rioja DOCa 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
"Вино Heredad de Baroja, Crianza, Rioja DOCa 2015 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
"Вино Gauma Cabernet-Tempranillo Semisweet Red, Tierra de Castilla IGP 0.75 л","Красное,  Полусладкое","Темпранильо,  Каберне Совиньон","Испания,  Кастилия Ла Манча",
"Вино Castellani, Montefiore Montepulciano d'Abruzzo DOC 0.75 л","Красное,  Сухое",Монтепульчано д'Абруццо,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино FM Montepulciano d'Abruzzo DOC 2018 0.75 л,"Красное,  Сухое",Монтепульчано,"Италия,  Тоскана,  Монтепульчано",
"Вино Cielo e Terra, Viamare Sangiovese Primitivo 2018 0.75 л","Красное,  Полусухое","Примитиво,  Санджовезе","Италия,  Апулия",
Вино Шато Тамань Селект Руж 0.75 л,"Красное,  Сухое","Красностоп,  Каберне Совиньон","Россия,  Краснодарский край",
Вино Bruni Montepulciano d'Abruzzo DOC 2018 0.75 л,"Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино Casa San Nicola Rosso Secco 0.75 л,"Красное,  Сухое",Красные сорта винограда,Италия,
Вино Долина Иори Красное Сухое 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия",
Вино Долина Иори Красное Полусладкое 0.75 л,"Красное,  Полусладкое",Саперави,"Грузия,  Кахетия,  Алазанская долина",
"Вино Minini, Merlot, Veneto IGT 2018 0.75 л","Красное,  Сухое",Мерло,"Италия,  Венето",
"Вино Castellani, Montefiore Rosso 0.75 л","Красное,  Полусухое","Красные сорта винограда,  Санджовезе","Италия,  Тоскана,  Кьянти Колли Сенези",
"Вино Shumi, Georgica Akhasheni 0.75 л","Красное,  Полусладкое",Саперави,"Грузия,  Кахетия,  Ахашени",
Вино California Creek Zinfandel 2018 0.75 л,"Красное,  Полусухое",Зинфандель,"США,  Калифорния",
Вино Шуми Алазанская Долина красное 0.75 л,"Красное,  Полусладкое","Оджалеши,  Саперави","Грузия,  Кахетия,  Алазанская долина",
"Вино Les Jamelles, Merlot, Pays d'Oc IGP 2018 0.25 л","Красное,  Сухое",Мерло,"Франция,  Лангедок-Руссийон",
Вино La Cacciatora Montepulciano d'Abruzzo DOC 2018 0.75 л,"Красное,  Полусухое",Монтепульчано д'Абруццо,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино La Cacciatora Montepulciano d'Abruzzo DOC 2018 0.25 л,"Красное,  Полусухое",Монтепульчано д'Абруццо,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино La Cacciatora Cuvee del Centenario Rosso 0.75 л,"Красное,  Полусухое",Красные сорта винограда,"Италия,  Венето,  Тревизо",
Вино La Cacciatora Chianti DOCG 2018 0.75 л,"Красное,  Сухое",Санджовезе,"Италия,  Тоскана,  Кьянти",
Вино La Cacciatora Cannonau di Sardegna DOC 2017 0.75 л,"Красное,  Сухое",Каннонау,"Италия,  Сардиния,  Каннонау ди Сардиния",
"Вино La Cacciatora Cabernet, Veneto IGT 0.75 л","Красное,  Сухое",Каберне Совиньон,"Италия,  Венето",
"Вино Minini, Chianti DOCG 2018 0.375 л","Красное,  Сухое","Чильеджоло,  Мальвазия,  Канайоло,  Санджовезе","Италия,  Тоскана,  Кьянти",
"Вино Bodegas Aragonesas, Crucillon Tinto 2018 0.75 л","Красное,  Сухое","Гренаш/Гарнача,  Темпранильо",Испания,
"Вино Bodegas Aragonesas, Castillo de Fuendejalon, Campo de Borja DO 2016 0.75 л","Красное,  Сухое","Гренаш/Гарнача,  Темпранильо","Испания,  Арагон,  Кампо-де-Борха",
"Вино Minini, Cabernet, Veneto IGT 2018 0.75 л","Красное,  Сухое",Каберне Совиньон,"Италия,  Венето",
"Вино Minini, Cabernet, Veneto IGT 2018 0.375 л","Красное,  Сухое",Каберне Совиньон,"Италия,  Венето",
"Вино Martin Codax, Duque de la Torre Dorada 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Галисия",
Вино Элибо Саперави 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия",
Вино Элибо Алазани Красное 0.75 л,"Красное,  Полусладкое",Саперави,"Грузия,  Кахетия",
Вино Тамада Саперави 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Кварели",
Вино Тамада Пиросмани красное 0.75 л,"Красное,  Полусладкое",Саперави,"Грузия,  Кахетия",
Вино Тамада Напареули 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Напареули",
Вино Тамада Мукузани 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Мукузани",
Вино Тамада Киндзмараули 0.75 л,"Красное,  Полусладкое",Саперави,"Грузия,  Кахетия",
"Вино Palavani, Alazani Valley Red 0.75 л","Красное,  Полусладкое","Тавквери,  Саперави","Грузия,  Кахетия,  Алазанская долина",
Вино Nos Racines Merlot 0.75 л,"Красное,  Полусухое",Мерло,"Франция,  Лангедок-Руссийон",
"Вино Osadia Tinto Semi Dulce, Central Valley DO 0.75 л","Красное,  Полусладкое",Каберне Совиньон и Мерло,"Чили,  Центральная Долина",
"Вино Osadia Merlot, Central Valley DO 0.75 л","Красное,  Сухое",Мерло,"Чили,  Центральная Долина",
"Вино Osadia Cabernet Sauvignon, Central Valley DO 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина",
"Вино Palavani, Mukuzani 0.75 л","Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Мукузани",
"Вино Palavani, Kindzmarauli 0.75 л","Красное,  Полусладкое",Саперави,"Грузия,  Кахетия",
"Вино Familia Zuccardi, Fuzion Shiraz-Malbec 0.75 л","Красное,  Сухое","Шираз,  Мальбек","Аргентина,  Мендоса",
"Вино Bodegas Aragonesas, Vina Temprana Old Vines Garnacha 2018 0.75 л","Красное,  Сухое",Гренаш/Гарнача,"Испания,  Сарагоса",
"Вино Vina Real, Crianza 2016 0.375 л","Красное,  Сухое","Грасиано,  Масуэло,  Гренаш/Гарнача,  Темпранильо","Испания,  Риоха",
"Вино Castellani, Oynos Rosso Biologico 0.75 л","Красное,  Сухое",Красные сорта винограда,"Италия,  Тоскана",
"Вино Marie Manhes Merlot, Pays d'Oc IGP 0.75 л","Красное,  Сухое",Мерло,"Франция,  Лангедок-Руссийон",
"Вино Marie Manhes Cabernet Sauvignon, Pays d'Oc IGP 0.75 л","Красное,  Сухое",Каберне Совиньон,"Франция,  Лангедок-Руссийон",
"Вино Casa de Barro Merlot, Valle de Colchagua DO 0.75 л","Красное,  Сухое",Мерло,"Чили,  Центральная Долина,  Кольчагуа",
"Вино Casa Santos Lima, Fortissimo 0.75 л","Красное,  Полусухое","Аликанте,  Турига Насьональ,  Пти Вердо,  Сира","Португалия,  Алентежу",
Вино Classique de Marie Manhes Bordeaux AOC Rouge Sec 0.75 л,"Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Chateau Condamine Bertrand, Coquelicot Rouge, Languedoc Pays d'Oc IGP 2017 0.75 л","Красное,  Сухое","Мерло,  Сира","Франция,  Лангедок-Руссийон,  Кото дю Лангедок",
"Вино Casa de Barro Carmenere, Valle de Colchagua DO 0.75 л","Красное,  Сухое",Карменере,"Чили,  Центральная Долина,  Кольчагуа",
"Вино Gerardo Cesari, Montefiore Bardolino DOC 0.75 л","Красное,  Полусухое","Россиньола,  Молинара,  Рондинелла,  Корвина","Италия,  Венето,  Бардолино",
"Вино Pierre Chanove, Medoc AOC 2012 0.75 л","Красное,  Сухое",Каберне Совиньон и Мерло,"Франция,  Бордо,  Медок",
"Вино Pegoes, Santo Isidro 2018 0.75 л","Красное,  Сухое",Каштелау,"Португалия,  Алентежу,  Сетубал",
"Вино Villa Visco Merlot, Veneto IGP 2017 0.75 л","Красное,  Полусухое",Мерло,"Италия,  Венето",
Вино Rasa Vino Rosso Secco 0.75 л,"Красное,  Сухое",Красные сорта винограда,Италия,
Вино Арабеска Саперави 2018 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия",
Вино Ликурия Красное 2017 0.75 л,"Красное,  Сухое","Шираз,  Каберне Фран,  Мерло,  Каберне Совиньон","Россия,  Краснодарский край",
"Вино Тбилвино, Тбилиси Красное 0.75 л","Красное,  Сухое","Ркацители,  Саперави","Грузия,  Кахетия",
"Вино Тбилвино, Саперави 0.75 л","Красное,  Сухое",Саперави,"Грузия,  Кахетия",
"Вино Тбилвино, Напареули 0.75 л","Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Напареули",
"Вино Тбилвино, Алазанская Долина Красное полусладкое 0.75 л","Красное,  Полусладкое","Ркацители,  Саперави","Грузия,  Кахетия,  Алазанская долина",
Вино La Cacciatora Aglianico Beneventano IGT 0.75 л,"Красное,  Сухое",Альянико,"Италия,  Кампания",
"Вино Laurent Miquel, Clacson Le Rouge, Pays d'Oc IGP 2018 0.75 л","Красное,  Сухое","Гренаш/Гарнача,  Мерло,  Сира","Франция,  Лангедок-Руссийон",
"Вино Finca Flichman, Malbec Roble, Mendoza 2018 0.75 л","Красное,  Сухое",Мальбек,"Аргентина,  Мендоса",
"Вино Finca Flichman, Syrah Roble 2018 0.75 л","Красное,  Сухое",Сира,"Аргентина,  Мендоса",
"Вино Undurraga, Cabernet Sauvignon, Central Valley 2019 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина",
"Вино Undurraga, Carmenere, Central Valley 2018 0.75 л","Красное,  Сухое",Карменере,"Чили,  Центральная Долина",
Вино Arrogant Frog Pinot Noir 2018 0.75 л,"Красное,  Сухое",Пино Нуар,"Франция,  Лангедок-Руссийон,  Лиму",
Вино Arrogant Frog Cabernet Sauvignon-Merlot 2018 0.75 л,"Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Лангедок-Руссийон,  Лиму",
Вино Della Rocca Valpolicella DOC 2018 0.75 л,"Красное,  Сухое","Молинара,  Рондинелла,  Корвина","Италия,  Венето,  Вальполичелла",
"Вино Rocca delle Macie, Vernaiolo, Chianti DOCG 0.75 л","Красное,  Сухое","Мерло,  Канайоло,  Санджовезе","Италия,  Тоскана,  Кьянти",
"Вино Echeverria, Hacienda de Molina Leyenda Merlot 2017 0.75 л","Красное,  Полусухое",Мерло,"Чили,  Центральная Долина",
"Вино Echeverria, Hacienda de Molina Leyenda Carmenere 2018 0.75 л","Красное,  Сухое",Карменере,"Чили,  Центральная Долина",
"Вино Echeverria, Hacienda de Molina Leyenda Cabernet Sauvignon 2018 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина",
"Вино Hermanos Mateos de la Higuera, Vega Demara Roble 2015 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия Ла Манча",
"Вино Chateau du Cornet, Bordeaux AOC 2014 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Chateau Gobert, Bordeaux AOC 2016 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Chateau Picard, Bordeaux AOC 2018 0.75 л","Красное,  Сухое","Каберне Фран,  Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Chateau La Perriere, Bordeaux AOC 0.75 л","Красное,  Сухое","Каберне Фран,  Мерло,  Каберне Совиньон","Франция,  Бордо",
Вино Diablo Black Cabernet Sauvignon 0.75 л,"Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Долина Мауле",
Вино Diablo Dark Red 0.75 л,"Красное,  Полусухое",Красные сорта винограда,"Чили,  Центральная Долина,  Долина Мауле",
Вино 8 Rios Merlot 2018 0.75 л,"Красное,  Полусухое",Мерло,"Чили,  Центральная Долина",
"Вино Anakena, Merlot 2018 0.75 л","Красное,  Полусухое",Мерло,"Чили,  Центральная Долина,  Долина Рапель",
Вино Villa Visco Vino Rosso Secco 0.75 л,"Красное,  Сухое",Красные сорта винограда,Италия,
Вино Villa Visco Vino Rosso Amabile 0.75 л,"Красное,  Полусладкое",Красные сорта винограда,"Италия,  Венето",
Вино Bienbebido Come Queso y Bebe Vino 0.75 л,"Красное,  Сухое",Тинто Фино,Испания,
"Вино Caliza Red, La Mancha DO 2019 0.75 л","Красное,  Сухое","Темпранильо,  Мерло,  Сира","Испания,  Ла Манча",
Вино Ликурия Мерло 2017 0.75 л,"Красное,  Сухое",Мерло,"Россия,  Краснодарский край",
Вино Cune Crianza 2016 0.375 л,"Красное,  Сухое","Масуэло,  Гренаш/Гарнача,  Темпранильо","Испания,  Риоха,  Риоха Альта",
"Вино Alma Valley, Picnic Wine 2014 0.75 л","Красное,  Сухое","Шираз,  Каберне Совиньон",Крым,
"Вино DUO du Midi Malbec-Cabernet Franc, Pays D'Oc IGP 2018 0.75 л","Красное,  Полусухое","Мальбек,  Каберне Фран","Франция,  Лангедок-Руссийон",
"Вино Chateau Luciere, Bordeaux AOC 2014 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо,  Сент-Эмилион",
"Вино Rural par Nature Rouge, Pays d'Oc IGP 2018 0.75 л","Красное,  Сухое","Кариньяно,  Гренаш/Гарнача,  Мерло,  Сира","Франция,  Лангедок-Руссийон",
"Вино Banrock Station, Cabernet Sauvignon 2018 0.75 л","Красное,  Полусухое",Каберне Совиньон,"Австралия,  Юго-Восточная Австралия",
"Вино Banrock Station, Shiraz 2019 0.75 л","Красное,  Полусухое",Шираз,"Австралия,  Юго-Восточная Австралия",
"Вино Trivento, Tribu Cabernet Sauvignon 0.75 л","Красное,  Полусухое",Каберне Совиньон,"Аргентина,  Мендоса,  Майпу",
"Вино Concha y Toro, Frontera Merlot 0.75 л","Красное,  Сухое","Карменере,  Мерло","Чили,  Центральная Долина",
"Вино Concha y Toro, Frontera Cabernet Sauvignon 0.75 л","Красное,  Полусухое",Каберне Совиньон,"Чили,  Центральная Долина",
Вино Casillero del Diablo Cabernet Sauvignon Reserva 0.75 л,"Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Долина Маипо",
Вино Two Oceans Cabernet Sauvignon Merlot 2014 0.75 л,"Красное,  Полусухое","Мерло,  Каберне Совиньон","ЮАР,  Прибрежный регион",
Вино Two Oceans Soft and Fruity Red 0.75 л,"Красное,  Полусухое",Красные сорта винограда,"ЮАР,  Прибрежный регион",
"Вино Vina Tunquelen, Vinapu Carmenere, Central Valley DO 2019 0.75 л","Красное,  Сухое",Карменере,"Чили,  Центральная Долина",
"Вино Marandi, Yanardag Red Dry 0.75 л","Красное,  Сухое","Каберне Совиньон,  Санджовезе",Азербайджан,
"Вино Marandi, Yanardag Red Semi-Dry 0.75 л","Красное,  Полусухое","Каберне Совиньон,  Санджовезе",Азербайджан,
"Вино Felix Solis, Orquestra Tempranillo 0.75 л","Красное,  Полусухое",Темпранильо,"Испания,  Кастилия Ла Манча",
Вино Сокровище Тифлиса Саперави 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия",
Вино Старый Тбилиси Алазани красное 0.75 л,"Красное,  Полусладкое","Ркацители,  Саперави",Грузия,
Вино Старый Тбилиси Саперави 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия",
Вино Сокровище Тифлиса Мукузани 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Мукузани",
"Вино Golubitskoe Estate, Cabernet Sauvignon 0.75 л","Красное,  Сухое",Каберне Совиньон,"Россия,  Краснодарский край",
"Вино Golubitskoe Estate, Cabernet Sauvignon Reserve 2018 0.75 л","Красное,  Сухое",Каберне Совиньон,"Россия,  Краснодарский край",
"Вино Sangre de Toro Tempranillo, La Mancha DO 2018 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Ла Манча",
Вино Старый Тбилиси Супрули красное 0.75 л,"Красное,  Полусухое",Саперави,Грузия,
"Вино Obikwa, Pinotage 2018 0.75 л","Красное,  Сухое",Пинотаж,"ЮАР,  Западный Кейп",
"Вино Gran Castillo, Family Selection Shiraz, Valencia DOP 0.75 л","Красное,  Полусухое",Шираз,"Испания,  Валенсия",
"Вино Natale Verga, Il Gaggio Montepulciano d'Abruzzo DOC 2018 0.75 л","Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино Арбатское Красное Полусладкое 0.7 л,"Красное,  Полусладкое",Каберне Совиньон и Мерло,"Россия,  Краснодарский край",
Вино Prestigium Rouge Sec 0.75 л,"Красное,  Сухое",Красные сорта винограда,Франция,
"Вино Cantina di Negrar, Bardolino DOC Classico 2019 0.75 л","Красное,  Сухое","Рондинелла,  Корвина,  Молинара","Италия,  Венето,  Бардолино",
"Вино Gran Castillo, Tempranillo, Utiel-Requena DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Валенсия,  Утель-Рекена",
"Вино Murviedro, Gran Castillo, Cabernet Sauvignon, Valencia DOP 0.75 л","Красное,  Сухое",Каберне Совиньон,"Испания,  Валенсия",
"Вино Calvet, Selection des Princes Rouge, Bordeaux АОP 2018 0.75 л","Красное,  Сухое",Каберне Совиньон и Мерло,"Франция,  Бордо",
Вино Barefoot Cabernet Sauvignon 0.75 л,"Красное,  Полусухое",Каберне Совиньон,"США,  Калифорния",
Вино Сокровище Тифлиса Киндзмараули 0.75 л,"Красное,  Полусладкое",Саперави,"Грузия,  Кахетия",
"Вино Cono Sur, Bicicleta Cabernet Sauvignon, Rapel Valley DO 2019 0.75 л","Красное,  Сухое","Красные сорта винограда,  Каберне Совиньон","Чили,  Центральная Долина,  Рапель",
"Вино Torres, San Valentin Garnacha 2019 0.75 л","Красное,  Сухое",Гренаш/Гарнача,"Испания,  Каталония",
Вино Винеста Каберне 0.7 л,"Красное,  Полусладкое",Каберне Совиньон,Беларусь,
Вино Baron de Vatoit Rouge Sec 0.75 л,"Красное,  Сухое",Красные сорта винограда,Франция,
Вино Markov Manastir Vranec Kadarka 0.75 л,"Красное,  Полусладкое","Вранац,  Кадарка",Македония,
"Вино Finca La Estacada, 12 Meses Barrica Crianza, Ucles DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия Ла Манча",
"Вино Chateau Rudelle, Bergerac AOC 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Юго-запад Франции",
"Вино Chasse Royale, Bordeaux AOC 2016 0.75 л","Красное,  Сухое",Красные сорта винограда,"Франция,  Бордо",
"Вино Souverain, Bordeaux AOC 2015 0.75 л","Красное,  Сухое",Красные сорта винограда,"Франция,  Бордо,  Сент-Эмилион",
"Вино Cardinal De Gontey Rouge, Bordeaux AOC 0.75 л","Красное,  Сухое",Красные сорта винограда,"Франция,  Бордо",
"Вино Navarro Lopez, Palacio de Oriente Tempranillo, Rioja DOC 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
Вино Mastro Binelli Pinot Nero IGT 0.75 л,"Красное,  Сухое",Пино Неро,Италия,
"Вино Fassini, Sangiovese, Toscana IGT 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Тоскана,  Тоскана IGT",
Вино Puente de Piedra Tinto Semi Seco 1.5 л,"Красное,  Полусухое","Мерло,  Сира,  Бонарда,  Темпранильо","Аргентина,  Мендоса",
"Вино Don Aurelio Syrah, Valdepenas DO 0.75 л","Красное,  Сухое",Сира,"Испания,  Вальдепеньяс",
"Вино Don Aurelio Merlot, Valdepenas DO 0.75 л","Красное,  Сухое",Мерло,"Испания,  Вальдепеньяс",
"Вино Don Aurelio Cabernet Sauvignon, Valdepenas DO 0.75 л","Красное,  Сухое",Каберне Совиньон,"Испания,  Вальдепеньяс",
"Вино Salina Tempranillo, Jumilla DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Мурсия,  Хумилья",
"Вино Salina Monastrel, Jumilla DO 0.75 л","Красное,  Сухое",Монастрель,"Испания,  Мурсия,  Хумилья",
"Вино Grand Palais Rouge, Bordeaux AOC 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Cruzeiro do Pinhao, Douro DOC 0.75 л","Красное,  Сухое",Красные сорта винограда,Португалия,
"Вино Tikves, Makedonsko Crveno 1.5 л","Красное,  Полусладкое","Вранац,  Пино Нуар",Македония,
"Вино Tikves, Vranec 1.5 л","Красное,  Сухое",Вранац,Македония,
Вино Bellamia Montepulciano d'Abruzzo DOC 0.75 л,"Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
"Вино Feudo Arancio, Nero d'Avola, Sicilia DOC 2017 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
"Вино Finca Bacara, Time Waits For No One Monastrell, Jumilla DOP 0.75 л","Красное,  Сухое",Монастрель,"Испания,  Мурсия,  Хумилья",
"Вино Rapido Red, Puglia IGT 2018 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Апулия",
"Вино Chateau Haut Maginet Rouge, Bordeaux AOC 2018 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Dourthe, Grands Terroirs Bordeaux Rouge AOC 2018 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон,  Каберне Фран","Франция,  Бордо",
Вино Sun Valley Red Semi-Sweet 0.75 л,"Красное,  Полусладкое","Мерло,  Каберне Совиньон,  Бастардо Магарачский,  Одесский Черный,  Красные сорта винограда",Крым,
"Вино Isla Negra, West Bay Cabernet Sauvignon-Merlot 2019 0.75 л","Красное,  Полусухое",Каберне Совиньон и Мерло,"Чили,  Центральная Долина,  Долина Рапель",
"Вино Фанагория, Автохтон Красностоп 0.75 л","Красное,  Сухое",Красностоп Золотовский,"Россия,  Краснодарский край",
"Вино Dourthe, Grands Terroirs Medoc 2018 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо,  Медок",
Вино Alma Valley Merlot 2016 0.75 л,"Красное,  Сухое",Мерло,Крым,
Вино Patrizio Montepulciano d'Abruzzo DOC 2018 0.75 л,"Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино Метехи Алазанская Долина красное 0.75 л,"Красное,  Полусладкое","Александроули,  Саперави,  Оджалеши,  Муджуретули","Грузия,  Кахетия,  Алазанская долина",
"Вино Фанагория, Крю Лермонт Каберне Совиньон 2016 0.75 л","Красное,  Сухое",Каберне Совиньон,"Россия,  Краснодарский край",
Вино Крю Лермонт Пино Нуар 0.75 л,"Красное,  Сухое",Пино Нуар,"Россия,  Краснодарский край",
"Вино Фанагория, Крю Лермонт Мерло 0.75 л","Красное,  Сухое",Мерло,"Россия,  Краснодарский край",
"Вино Kakhuri Gvinis Marani, Winemaker's Reserve Saperavi 0.75 л","Красное,  Сухое",Саперави,"Грузия,  Кахетия",
"Вино Bodegas Agustin Cubero, Altaya, Calatayud DO 2018 0.75 л","Красное,  Сухое","Гренаш/Гарнача,  Темпранильо","Испания,  Арагон,  Калатаюд",
"Вино Mastri Vernacoli Lagrein, Trentino DOC 2018 0.75 л","Красное,  Сухое",Лагрейн,"Италия,  Трентино-Альто Адидже",
"Вино Sanvigilio Merlot, delle Venezie IGT 2018 0.375 л","Красное,  Сухое",Мерло,"Италия,  Трентино-Альто Адидже,  Альто Адидже",
"Вино Rondone Cabernet Sauvignon, Terre Siciliane IGP 2018 0.75 л","Красное,  Сухое",Каберне Совиньон,"Италия,  Сицилия",
"Вино Rondone Syrah, Terre Siciliane IGP 2018 0.75 л","Красное,  Сухое",Сира,"Италия,  Сицилия",
Вино Jumango Shiraz 2018 0.75 л,"Красное,  Сухое",Шираз,"Австралия,  Виктория",
Вино Cape Maclear Shiraz-Merlot-Pinotage 2019 0.75 л,"Красное,  Сухое","Мерло,  Пинотаж,  Шираз","ЮАР,  Западный Кейп",
"Вино Фанагория, Авторское Вино №1 0.75 л","Красное,  Сухое","Красные сорта винограда,  Каберне Совиньон","Россия,  Краснодарский край",
"Вино Cevico, Altisano Rosso Secco 0.75 л","Красное,  Сухое",Красные сорта винограда,Италия,
"Вино Villa Pampini, Primitivo, Puglia IGT 2019 0.75 л","Красное,  Сухое",Примитиво,"Италия,  Апулия",
"Вино Villa Pampini, Bardolino DOC 2018 0.75 л","Красное,  Сухое","Рондинелла,  Корвина","Италия,  Венето,  Бардолино",
"Вино Милдиани, Метехи Киндзмараули 0.75 л","Красное,  Полусладкое",Саперави,Грузия,
Вино Метехи Саперави 0.75 л,"Красное,  Сухое",Саперави,Грузия,
"Вино Minini, Cabernet, Veneto IGT 2015 0.375 л","Красное,  Сухое",Каберне Совиньон,"Италия,  Венето",
"Вино Patrizio Primitivo, Puglia IGT 2019 0.75 л","Красное,  Сухое",Примитиво,"Италия,  Апулия",
Вино Jinda-Lee Shiraz 2018 0.75 л,"Красное,  Полусухое",Шираз,"Австралия,  Виктория",
"Вино Robertson Winery, Shiraz 2018 0.75 л","Красное,  Сухое",Шираз,"ЮАР,  Западный Кейп,  Долина Робертсон",
"Вино Settesoli, Rondone Chianti DOCG 2017 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Тоскана,  Кьянти",
"Вино Principato Pinot Nero, Provincia di Pavia IGT 2018 0.75 л","Красное,  Полусухое",Пино Неро,"Италия,  Венето",
Вино Sanvigilio Pinot Nero 2018 0.75 л,"Красное,  Полусухое",Пино Нуар,"Италия,  Ломбардия,  Провинция ди Павия",
Вино Ben Ami Merlot 2016 0.75 л,"Красное,  Сухое","Мерло,  Каберне Совиньон","Израиль,  Галилея",
Вино Ben Ami Cabernet Sauvignon 2016 0.75 л,"Красное,  Сухое",Каберне Совиньон,"Израиль,  Галилея",
"Вино Calabria, Richland Shiraz 2018 0.75 л","Красное,  Сухое",Шираз,"Австралия,  Новый Южный Уэльс,  Риверина",
"Вино Cavino, Agiorgitico, Nemea DOP 2016 0.75 л","Красное,  Сухое",Агиоргитико,"Греция,  Пелопоннес",
Вино Decordi Montepulciano d'Abruzzo DOC 2017 0.75 л,"Красное,  Сухое",Монтепульчано д'Абруццо,"Италия,  Тоскана,  Монтепульчано",
